kontrakty RTT dla gazu ziemnego dla okresu od;2016-01-01;do;2020-05-14;

data obrotu;instrument;kurs pierwszej transakcji (PLN/MWh);DKR (PLN/MWh);kurs min. (PLN/MWh);kurs max. (PLN/MWh);wolumen (MWh);liczba kontraktow;wartosc obrotu (PLN);liczba transakcji;najlepsza oferta kupna (PLN/MWh);najlepsza oferta sprzedazy (PLN/MWh);LOP (MWh);LOP w liczbie kontraktow;wolumen od poczatku notowan (MWh);liczba kontraktow od poczatku notowan
2018-10-15;GAS_BASE_Q-4-19;-;122.63;-;-;-;-;-;-;121.50;123.75;66270.00;30.00;66270.00;30.00
2018-10-15;GAS_BASE_S-S-19;-;110.75;-;-;-;-;-;-;109.00;112.50;232776.00;53.00;298656.00;68.00
2018-10-15;GAS_BASE_S-W-19;-;122.25;-;-;-;-;-;-;121.00;123.50;197640.00;45.00;197640.00;45.00
2018-10-15;GAS_BASE_S-S-20;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-15;GAS_BASE_Y-19;118.00;117.89;117.70;118.00;227760.00;26.00;26860788.00;12.00;118.00;117.89;37957080.00;4333.00;45201600.00;5160.00
2018-10-15;GAS_BASE_Y-20;111.75;111.21;111.00;111.75;70272.00;8.00;7814246.40;4.00;111.75;111.40;9750240.00;1110.00;10540800.00;1200.00
2018-10-16;GAS_BASE_W-43-18;-;-;-;-;-;-;-;-;-;216.75;-;-;-;-
2018-10-16;GAS_BASE_W-44-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-16;GAS_BASE_W-45-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-16;GAS_BASE_W-46-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-16;GAS_BASE_M-11-18;121.00;120.94;120.00;121.50;81360.00;113.00;9798984.00;27.00;121.50;120.00;8427600.00;11705.00;2121840.00;2947.00
2018-10-16;GAS_BASE_M-12-18;121.75;121.83;121.50;122.10;69192.00;93.00;8416648.80;20.00;122.10;121.50;8456304.00;11366.00;1960440.00;2635.00
2018-10-16;GAS_BASE_M-01-19;124.70;125.18;124.20;125.25;61008.00;82.00;7620606.00;17.00;125.25;124.50;476904.00;641.00;488064.00;656.00
2018-10-16;GAS_BASE_Q-1-19;124.00;124.34;124.00;124.50;166243.00;77.00;20656880.20;18.00;124.50;124.00;11617579.00;5381.00;6174740.00;2860.00
2018-10-16;GAS_BASE_Q-2-19;-;108.50;-;-;-;-;-;-;105.00;112.00;2184.00;1.00;2184.00;1.00
2018-10-16;GAS_BASE_Q-3-19;-;-;-;-;-;-;-;-;-;111.50;-;-;-;-
2018-10-16;GAS_BASE_Q-4-19;120.50;120.50;120.50;120.50;66270.00;30.00;7985535.00;11.00;120.50;120.50;132540.00;60.00;132540.00;60.00
2018-10-16;GAS_BASE_S-S-19;110.00;110.00;110.00;110.00;21960.00;5.00;2415600.00;1.00;110.00;110.00;254736.00;58.00;320616.00;73.00
2018-10-16;GAS_BASE_S-W-19;121.00;121.00;121.00;121.00;131760.00;30.00;15942960.00;6.00;121.00;121.00;329400.00;75.00;329400.00;75.00
2018-10-16;GAS_BASE_S-S-20;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-16;GAS_BASE_Y-19;115.00;114.98;114.50;115.50;324120.00;37.00;37254090.00;14.00;115.50;114.50;38079720.00;4347.00;45525720.00;5197.00
2018-10-16;GAS_BASE_Y-20;111.00;111.00;111.00;111.00;43920.00;5.00;4875120.00;1.00;111.00;110.50;9794160.00;1115.00;10584720.00;1205.00
2018-10-17;GAS_BASE_W-43-18;-;-;-;-;-;-;-;-;110.00;-;-;-;-;-
2018-10-17;GAS_BASE_W-44-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-17;GAS_BASE_W-45-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-17;GAS_BASE_W-46-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-17;GAS_BASE_M-11-18;119.00;118.18;117.25;119.00;64800.00;90.00;7645140.00;21.00;119.00;117.50;8470800.00;11765.00;2186640.00;3037.00
2018-10-17;GAS_BASE_M-12-18;121.00;119.93;119.50;121.00;55056.00;74.00;6604674.00;17.00;121.00;119.50;8495736.00;11419.00;2015496.00;2709.00
2018-10-17;GAS_BASE_M-01-19;123.00;123.18;123.00;123.25;60264.00;81.00;7417308.00;17.00;123.25;123.00;537168.00;722.00;548328.00;737.00
2018-10-17;GAS_BASE_Q-1-19;122.50;122.46;122.20;122.65;148971.00;69.00;18232862.95;21.00;122.65;122.00;11740642.00;5438.00;6323711.00;2929.00
2018-10-17;GAS_BASE_Q-2-19;-;106.50;-;-;-;-;-;-;103.00;110.00;2184.00;1.00;2184.00;1.00
2018-10-17;GAS_BASE_Q-3-19;-;-;-;-;-;-;-;-;100.00;110.50;-;-;-;-
2018-10-17;GAS_BASE_Q-4-19;118.00;118.80;118.00;119.00;33135.00;15.00;3936438.00;5.00;119.00;119.00;165675.00;75.00;165675.00;75.00
2018-10-17;GAS_BASE_S-S-19;-;107.83;-;-;-;-;-;-;106.50;109.00;254736.00;58.00;320616.00;73.00
2018-10-17;GAS_BASE_S-W-19;119.00;119.00;119.00;119.00;219600.00;50.00;26132400.00;8.00;119.00;119.00;549000.00;125.00;549000.00;125.00
2018-10-17;GAS_BASE_S-S-20;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-17;GAS_BASE_Y-19;114.00;114.70;114.00;115.00;376680.00;43.00;43230600.00;11.00;115.00;114.00;38360040.00;4379.00;45902400.00;5240.00
2018-10-17;GAS_BASE_Y-20;109.50;109.42;109.25;109.50;131760.00;15.00;14416740.00;3.00;109.50;109.50;9882000.00;1125.00;10716480.00;1220.00
2018-10-18;GAS_BASE_W-43-18;-;-;-;-;-;-;-;-;112.00;-;-;-;-;-
2018-10-18;GAS_BASE_W-44-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-18;GAS_BASE_W-45-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-18;GAS_BASE_W-46-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-18;GAS_BASE_M-11-18;119.50;118.89;118.60;119.50;90000.00;125.00;10700532.00;31.00;119.50;118.75;8556480.00;11884.00;2276640.00;3162.00
2018-10-18;GAS_BASE_M-12-18;120.75;120.28;120.25;120.75;54312.00;73.00;6540890.88;17.00;120.75;120.50;8546328.00;11487.00;2069808.00;2782.00
2018-10-18;GAS_BASE_M-01-19;123.50;123.47;123.35;123.50;63240.00;85.00;7808800.80;17.00;123.50;123.35;598920.00;805.00;611568.00;822.00
2018-10-18;GAS_BASE_Q-1-19;123.00;122.40;122.25;123.00;164084.00;76.00;20099210.50;19.00;123.00;122.25;11876659.00;5501.00;6487795.00;3005.00
2018-10-18;GAS_BASE_Q-2-19;-;108.25;-;-;-;-;-;-;105.00;111.50;2184.00;1.00;2184.00;1.00
2018-10-18;GAS_BASE_Q-3-19;-;-;-;-;-;-;-;-;104.00;109.50;-;-;-;-
2018-10-18;GAS_BASE_Q-4-19;119.00;119.00;119.00;119.00;110450.00;50.00;13143550.00;6.00;119.00;119.00;276125.00;125.00;276125.00;125.00
2018-10-18;GAS_BASE_S-S-19;106.00;106.00;106.00;106.00;21960.00;5.00;2327760.00;1.00;107.75;107.00;254736.00;58.00;342576.00;78.00
2018-10-18;GAS_BASE_S-W-19;119.00;119.00;119.00;119.00;219600.00;50.00;26132400.00;9.00;119.00;119.00;768600.00;175.00;768600.00;175.00
2018-10-18;GAS_BASE_S-S-20;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-18;GAS_BASE_Y-19;115.00;114.51;114.25;115.00;376680.00;43.00;43135554.00;10.00;115.00;114.40;38622840.00;4409.00;46279080.00;5283.00
2018-10-18;GAS_BASE_Y-20;110.00;109.32;109.00;110.00;149328.00;17.00;16343510.40;5.00;110.00;109.00;10031328.00;1142.00;10865808.00;1237.00
2018-10-19;GAS_BASE_W-43-18;120.00;121.60;118.00;122.00;127595.00;755.00;15430545.00;21.00;122.00;118.00;121680.00;720.00;127595.00;755.00
2018-10-19;GAS_BASE_W-44-18;122.00;122.00;122.00;122.00;840.00;5.00;102480.00;1.00;122.00;121.50;840.00;5.00;840.00;5.00
2018-10-19;GAS_BASE_W-45-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-19;GAS_BASE_W-46-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-19;GAS_BASE_M-11-18;120.50;121.68;120.50;122.00;66240.00;92.00;8039808.00;20.00;122.00;120.50;8593920.00;11936.00;2342880.00;3254.00
2018-10-19;GAS_BASE_M-12-18;122.00;122.35;122.00;123.40;8928.00;12.00;1094424.00;4.00;123.25;122.00;8546328.00;11487.00;2078736.00;2794.00
2018-10-19;GAS_BASE_M-01-19;124.50;125.38;124.50;127.00;10416.00;14.00;1308324.00;4.00;126.50;124.50;607104.00;816.00;621984.00;836.00
2018-10-19;GAS_BASE_Q-1-19;124.00;126.00;124.00;126.25;125222.00;58.00;15756921.75;16.00;126.00;124.00;11980291.00;5549.00;6613017.00;3063.00
2018-10-19;GAS_BASE_Q-2-19;-;108.00;-;-;-;-;-;-;105.00;110.00;2184.00;1.00;2184.00;1.00
2018-10-19;GAS_BASE_Q-3-19;-;-;-;-;-;-;-;-;104.00;111.00;-;-;-;-
2018-10-19;GAS_BASE_Q-4-19;123.00;123.00;123.00;123.00;11045.00;5.00;1358535.00;1.00;123.00;121.00;287170.00;130.00;287170.00;130.00
2018-10-19;GAS_BASE_S-S-19;111.00;111.00;111.00;111.00;26352.00;6.00;2925072.00;2.00;111.00;109.50;276696.00;63.00;368928.00;84.00
2018-10-19;GAS_BASE_S-W-19;122.00;122.00;122.00;122.00;21960.00;5.00;2679120.00;1.00;122.00;121.00;790560.00;180.00;790560.00;180.00
2018-10-19;GAS_BASE_S-S-20;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-19;GAS_BASE_Y-19;116.85;116.87;116.50;117.00;148920.00;17.00;17408748.00;8.00;117.00;116.00;38640360.00;4411.00;46428000.00;5300.00
2018-10-19;GAS_BASE_Y-20;110.00;110.00;110.00;110.00;43920.00;5.00;4831200.00;1.00;110.05;110.50;10031328.00;1142.00;10909728.00;1242.00
2018-10-22;GAS_BASE_W-44-18;-;114.75;-;-;-;-;-;-;110.00;119.50;840.00;5.00;840.00;5.00
2018-10-22;GAS_BASE_W-45-18;-;-;-;-;-;-;-;-;110.00;120.50;-;-;-;-
2018-10-22;GAS_BASE_W-46-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-22;GAS_BASE_W-47-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-22;GAS_BASE_M-11-18;121.75;120.43;119.50;121.75;103680.00;144.00;12498120.00;31.00;121.75;119.50;8694000.00;12075.00;2446560.00;3398.00
2018-10-22;GAS_BASE_M-12-18;122.25;121.82;121.70;122.25;42408.00;57.00;5168568.00;11.00;122.25;121.95;8588736.00;11544.00;2121144.00;2851.00
2018-10-22;GAS_BASE_M-01-19;125.00;125.03;125.00;125.25;67704.00;91.00;8463930.00;14.00;125.55;124.95;672576.00;904.00;689688.00;927.00
2018-10-22;GAS_BASE_Q-1-19;125.00;124.50;124.15;125.00;170561.00;79.00;21233333.20;20.00;125.00;124.25;12129262.00;5618.00;6783578.00;3142.00
2018-10-22;GAS_BASE_Q-2-19;-;110.50;-;-;-;-;-;-;106.00;115.00;2184.00;1.00;2184.00;1.00
2018-10-22;GAS_BASE_Q-3-19;-;-;-;-;-;-;-;-;105.00;111.00;-;-;-;-
2018-10-22;GAS_BASE_Q-4-19;122.00;120.94;120.80;122.00;150212.00;68.00;18183273.05;17.00;122.00;120.80;426337.00;193.00;437382.00;198.00
2018-10-22;GAS_BASE_S-S-19;110.00;110.00;110.00;110.00;21960.00;5.00;2415600.00;1.00;110.00;110.00;298656.00;68.00;390888.00;89.00
2018-10-22;GAS_BASE_S-W-19;121.00;121.00;121.00;121.00;219600.00;50.00;26571600.00;8.00;121.00;121.20;1010160.00;230.00;1010160.00;230.00
2018-10-22;GAS_BASE_S-S-20;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-22;GAS_BASE_Y-19;115.75;115.88;115.30;116.50;306600.00;35.00;35548956.00;11.00;116.50;115.20;38789280.00;4428.00;46734600.00;5335.00
2018-10-22;GAS_BASE_Y-20;-;111.00;-;-;-;-;-;-;110.00;112.00;10031328.00;1142.00;10909728.00;1242.00
2018-10-23;GAS_BASE_W-44-18;-;113.00;-;-;-;-;-;-;108.00;118.00;840.00;5.00;840.00;5.00
2018-10-23;GAS_BASE_W-45-18;-;-;-;-;-;-;-;-;108.00;118.00;-;-;-;-
2018-10-23;GAS_BASE_W-46-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-23;GAS_BASE_W-47-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-23;GAS_BASE_M-11-18;119.00;117.31;117.00;119.00;163440.00;227.00;19265616.00;43.00;119.00;117.35;8850960.00;12293.00;2610000.00;3625.00
2018-10-23;GAS_BASE_M-12-18;120.50;119.10;119.00;120.50;85560.00;115.00;10221816.00;24.00;120.50;119.50;8669832.00;11653.00;2206704.00;2966.00
2018-10-23;GAS_BASE_M-01-19;123.00;122.20;122.00;123.00;106392.00;143.00;13018884.00;17.00;123.00;122.50;778968.00;1047.00;796080.00;1070.00
2018-10-23;GAS_BASE_Q-1-19;122.00;121.03;121.00;122.00;198628.00;92.00;24053958.75;19.00;122.00;121.00;12312777.00;5703.00;6982206.00;3234.00
2018-10-23;GAS_BASE_Q-2-19;111.00;111.00;111.00;111.00;10920.00;5.00;1212120.00;1.00;111.00;110.00;10920.00;5.00;13104.00;6.00
2018-10-23;GAS_BASE_Q-3-19;-;-;-;-;-;-;-;-;104.00;113.00;-;-;-;-
2018-10-23;GAS_BASE_Q-4-19;119.00;118.94;118.75;119.00;125913.00;57.00;14975363.25;9.00;119.00;118.75;552250.00;250.00;563295.00;255.00
2018-10-23;GAS_BASE_S-S-19;-;109.00;-;-;-;-;-;-;108.00;110.00;298656.00;68.00;390888.00;89.00
2018-10-23;GAS_BASE_S-W-19;119.50;119.07;119.00;119.50;241560.00;55.00;28756620.00;7.00;119.50;119.00;1251720.00;285.00;1251720.00;285.00
2018-10-23;GAS_BASE_S-S-20;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-23;GAS_BASE_Y-19;114.20;113.99;113.90;114.20;569400.00;65.00;64920798.00;18.00;114.25;114.00;39148440.00;4469.00;47304000.00;5400.00
2018-10-23;GAS_BASE_Y-20;109.00;109.00;109.00;109.00;105408.00;12.00;11489472.00;6.00;109.00;109.50;10110384.00;1151.00;11015136.00;1254.00
2018-10-24;GAS_BASE_W-44-18;-;116.50;-;-;-;-;-;-;113.00;120.00;840.00;5.00;840.00;5.00
2018-10-24;GAS_BASE_W-45-18;-;-;-;-;-;-;-;-;107.00;120.00;-;-;-;-
2018-10-24;GAS_BASE_W-46-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-24;GAS_BASE_W-47-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-24;GAS_BASE_M-11-18;118.50;117.50;116.45;118.50;141120.00;196.00;16549956.00;42.00;118.50;116.45;8972640.00;12462.00;2751120.00;3821.00
2018-10-24;GAS_BASE_M-12-18;119.00;119.17;118.75;119.25;99696.00;134.00;11858236.56;25.00;119.25;119.00;8765808.00;11782.00;2306400.00;3100.00
2018-10-24;GAS_BASE_M-01-19;122.00;121.97;121.90;122.25;97464.00;131.00;11884842.00;16.00;122.00;122.00;876432.00;1178.00;893544.00;1201.00
2018-10-24;GAS_BASE_Q-1-19;121.00;121.81;121.00;122.00;127381.00;59.00;15522130.50;9.00;122.00;121.50;12427204.00;5756.00;7109587.00;3293.00
2018-10-24;GAS_BASE_Q-2-19;-;109.25;-;-;-;-;-;-;106.00;112.50;10920.00;5.00;13104.00;6.00
2018-10-24;GAS_BASE_Q-3-19;-;-;-;-;-;-;-;-;104.00;111.90;-;-;-;-
2018-10-24;GAS_BASE_Q-4-19;119.75;119.75;119.75;119.75;24299.00;11.00;2909805.25;3.00;119.75;119.75;576549.00;261.00;587594.00;266.00
2018-10-24;GAS_BASE_S-S-19;-;108.50;-;-;-;-;-;-;107.50;110.00;298656.00;68.00;390888.00;89.00
2018-10-24;GAS_BASE_S-W-19;119.75;119.75;119.75;119.75;175680.00;40.00;21037680.00;5.00;119.75;120.00;1427400.00;325.00;1427400.00;325.00
2018-10-24;GAS_BASE_S-S-20;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-24;GAS_BASE_Y-19;115.00;114.70;114.50;115.00;175200.00;20.00;20100433.20;5.00;115.00;114.50;39297360.00;4486.00;47479200.00;5420.00
2018-10-24;GAS_BASE_Y-20;110.00;109.94;109.80;110.00;114192.00;13.00;12554971.20;5.00;109.90;109.90;10215792.00;1163.00;11129328.00;1267.00
2018-10-25;GAS_BASE_W-44-18;-;111.25;-;-;-;-;-;-;105.00;117.50;840.00;5.00;840.00;5.00
2018-10-25;GAS_BASE_W-45-18;-;-;-;-;-;-;-;-;105.00;117.50;-;-;-;-
2018-10-25;GAS_BASE_W-46-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-25;GAS_BASE_W-47-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-25;GAS_BASE_M-11-18;116.50;116.36;116.00;116.80;128160.00;178.00;14884812.00;36.00;116.80;116.25;9100080.00;12639.00;2879280.00;3999.00
2018-10-25;GAS_BASE_M-12-18;118.00;117.97;117.75;118.00;74400.00;100.00;8777265.60;14.00;118.00;117.99;8838720.00;11880.00;2380800.00;3200.00
2018-10-25;GAS_BASE_M-01-19;121.00;121.00;121.00;121.00;81840.00;110.00;9902640.00;14.00;121.00;121.00;952320.00;1280.00;975384.00;1311.00
2018-10-25;GAS_BASE_Q-1-19;120.00;120.27;120.00;120.50;90678.00;42.00;10906512.35;11.00;120.50;120.00;12491974.00;5786.00;7200265.00;3335.00
2018-10-25;GAS_BASE_Q-2-19;-;109.25;-;-;-;-;-;-;106.00;112.50;10920.00;5.00;13104.00;6.00
2018-10-25;GAS_BASE_Q-3-19;-;-;-;-;-;-;-;-;103.00;112.00;-;-;-;-
2018-10-25;GAS_BASE_Q-4-19;118.50;118.50;118.50;118.50;125913.00;57.00;14920690.50;8.00;118.50;118.50;700253.00;317.00;713507.00;323.00
2018-10-25;GAS_BASE_S-S-19;-;107.00;-;-;-;-;-;-;107.00;108.00;298656.00;68.00;390888.00;89.00
2018-10-25;GAS_BASE_S-W-19;119.00;119.00;119.00;119.00;175680.00;40.00;20905920.00;4.00;119.00;119.50;1603080.00;365.00;1603080.00;365.00
2018-10-25;GAS_BASE_S-S-20;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-25;GAS_BASE_Y-19;114.00;113.55;113.25;114.00;201480.00;23.00;22889004.00;11.00;114.00;113.25;39446280.00;4503.00;47680680.00;5443.00
2018-10-25;GAS_BASE_Y-20;110.00;110.00;110.00;110.00;35136.00;4.00;3864960.00;2.00;110.00;110.00;10250928.00;1167.00;11164464.00;1271.00
2018-10-26;GAS_BASE_W-44-18;-;107.50;-;-;-;-;-;-;105.00;110.00;840.00;5.00;840.00;5.00
2018-10-26;GAS_BASE_W-45-18;-;-;-;-;-;-;-;-;106.00;116.00;-;-;-;-
2018-10-26;GAS_BASE_W-46-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-26;GAS_BASE_W-47-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-26;GAS_BASE_M-11-18;115.50;114.22;114.00;115.50;72000.00;100.00;8247312.00;24.00;115.50;114.50;9169920.00;12736.00;2951280.00;4099.00
2018-10-26;GAS_BASE_M-12-18;117.40;116.13;116.00;117.40;65472.00;88.00;7619936.40;20.00;117.40;116.00;8900472.00;11963.00;2446272.00;3288.00
2018-10-26;GAS_BASE_M-01-19;120.50;119.29;119.10;120.50;87048.00;117.00;10407220.80;22.00;120.50;119.25;1035648.00;1392.00;1062432.00;1428.00
2018-10-26;GAS_BASE_Q-1-19;119.50;118.09;118.00;119.50;118745.00;55.00;14085963.70;23.00;119.50;118.00;12597765.00;5835.00;7319010.00;3390.00
2018-10-26;GAS_BASE_Q-2-19;-;109.00;-;-;-;-;-;-;106.00;112.00;10920.00;5.00;13104.00;6.00
2018-10-26;GAS_BASE_Q-3-19;-;-;-;-;-;-;-;-;103.00;112.00;-;-;-;-
2018-10-26;GAS_BASE_Q-4-19;117.80;116.88;116.80;117.80;136958.00;62.00;16046176.00;17.00;117.80;117.00;837211.00;379.00;850465.00;385.00
2018-10-26;GAS_BASE_S-S-19;105.50;105.50;105.50;105.50;21960.00;5.00;2316780.00;1.00;106.00;105.50;298656.00;68.00;412848.00;94.00
2018-10-26;GAS_BASE_S-W-19;118.00;117.35;117.20;118.00;210816.00;48.00;24768025.20;12.00;118.00;117.80;1805112.00;411.00;1813896.00;413.00
2018-10-26;GAS_BASE_S-S-20;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-26;GAS_BASE_Y-19;113.00;111.80;111.50;113.00;166440.00;19.00;18675444.00;13.00;113.00;111.49;39560160.00;4516.00;47847120.00;5462.00
2018-10-26;GAS_BASE_Y-20;109.00;108.61;108.50;109.00;105408.00;12.00;11453457.60;7.00;109.00;108.00;10329984.00;1176.00;11269872.00;1283.00
2018-10-29;GAS_BASE_W-45-18;-;-;-;-;-;-;-;-;105.50;116.50;-;-;-;-
2018-10-29;GAS_BASE_W-46-18;-;-;-;-;-;-;-;-;105.50;116.50;-;-;-;-
2018-10-29;GAS_BASE_W-47-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-29;GAS_BASE_W-48-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-29;GAS_BASE_M-11-18;113.00;113.49;113.00;113.70;9360.00;13.00;1061136.00;7.00;113.70;112.00;9174240.00;12742.00;2960640.00;4112.00
2018-10-29;GAS_BASE_M-12-18;115.00;115.60;115.00;116.00;52080.00;70.00;6011520.00;14.00;116.00;115.00;8952552.00;12033.00;2498352.00;3358.00
2018-10-29;GAS_BASE_M-01-19;118.00;117.80;117.50;118.50;48360.00;65.00;5702760.00;12.00;118.50;117.50;1076568.00;1447.00;1110792.00;1493.00
2018-10-29;GAS_BASE_Q-1-19;117.25;117.80;117.25;118.25;64770.00;30.00;7632604.75;10.00;118.25;117.00;12662535.00;5865.00;7383780.00;3420.00
2018-10-29;GAS_BASE_Q-2-19;-;105.50;-;-;-;-;-;-;103.00;108.00;10920.00;5.00;13104.00;6.00
2018-10-29;GAS_BASE_Q-3-19;-;-;-;-;-;-;-;-;102.00;106.50;-;-;-;-
2018-10-29;GAS_BASE_Q-4-19;116.50;116.50;116.50;116.50;46389.00;21.00;5404318.50;5.00;116.50;116.50;883600.00;400.00;896854.00;406.00
2018-10-29;GAS_BASE_S-S-19;-;105.50;-;-;-;-;-;-;104.50;105.50;298656.00;68.00;412848.00;94.00
2018-10-29;GAS_BASE_S-W-19;117.25;117.25;117.25;117.25;87840.00;20.00;10299240.00;4.00;117.25;116.75;1892952.00;431.00;1901736.00;433.00
2018-10-29;GAS_BASE_S-S-20;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-29;GAS_BASE_Y-19;111.00;111.10;111.00;111.25;166440.00;19.00;18485790.00;10.00;111.25;110.45;39726600.00;4535.00;48013560.00;5481.00
2018-10-29;GAS_BASE_Y-20;108.50;108.50;108.50;108.50;43920.00;5.00;4765320.00;1.00;108.50;108.00;10373904.00;1181.00;11313792.00;1288.00
2018-10-30;GAS_BASE_W-45-18;-;-;-;-;-;-;-;-;106.00;112.00;-;-;-;-
2018-10-30;GAS_BASE_W-46-18;-;-;-;-;-;-;-;-;106.00;117.00;-;-;-;-
2018-10-30;GAS_BASE_W-47-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-30;GAS_BASE_W-48-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-30;GAS_BASE_M-11-18;114.00;113.11;112.50;114.00;43200.00;60.00;4901407.20;16.00;114.00;112.50;9217440.00;12802.00;3003840.00;4172.00
2018-10-30;GAS_BASE_M-12-18;115.60;115.39;115.00;115.60;26040.00;35.00;3004644.00;7.00;115.60;115.00;8978592.00;12068.00;2524392.00;3393.00
2018-10-30;GAS_BASE_M-01-19;117.90;117.63;117.50;117.90;26040.00;35.00;3063680.40;6.00;117.90;117.50;1098888.00;1477.00;1136832.00;1528.00
2018-10-30;GAS_BASE_Q-1-19;117.80;117.11;116.90;117.80;161925.00;75.00;18983655.20;17.00;117.80;116.75;12779121.00;5919.00;7545705.00;3495.00
2018-10-30;GAS_BASE_Q-2-19;-;106.75;-;-;-;-;-;-;103.00;110.50;10920.00;5.00;13104.00;6.00
2018-10-30;GAS_BASE_Q-3-19;-;-;-;-;-;-;-;-;102.00;108.00;-;-;-;-
2018-10-30;GAS_BASE_Q-4-19;116.80;116.50;116.50;116.80;148003.00;67.00;17243564.45;12.00;116.80;116.50;1029394.00;466.00;1044857.00;473.00
2018-10-30;GAS_BASE_S-S-19;-;105.63;-;-;-;-;-;-;105.25;106.00;298656.00;68.00;412848.00;94.00
2018-10-30;GAS_BASE_S-W-19;117.30;116.66;116.50;117.30;153720.00;35.00;17925948.00;5.00;117.30;116.50;2046672.00;466.00;2055456.00;468.00
2018-10-30;GAS_BASE_S-S-20;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-30;GAS_BASE_Y-19;111.00;110.67;110.00;111.00;140160.00;16.00;15513960.00;9.00;111.00;110.00;39849240.00;4549.00;48153720.00;5497.00
2018-10-30;GAS_BASE_Y-20;107.50;107.52;107.50;107.55;35136.00;4.00;3777998.40;3.00;107.55;107.50;10400256.00;1184.00;11348928.00;1292.00
2018-10-31;GAS_BASE_W-45-18;-;-;-;-;-;-;-;-;108.00;110.00;-;-;-;-
2018-10-31;GAS_BASE_W-46-18;-;-;-;-;-;-;-;-;102.00;115.00;-;-;-;-
2018-10-31;GAS_BASE_W-47-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-31;GAS_BASE_W-48-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-31;GAS_BASE_M-12-18;115.50;115.14;115.00;115.90;78864.00;106.00;9100347.60;37.00;115.90;115.00;9057456.00;12174.00;2603256.00;3499.00
2018-10-31;GAS_BASE_M-01-19;116.70;116.93;116.70;117.00;98952.00;133.00;11575598.40;9.00;117.00;116.70;1192632.00;1603.00;1235784.00;1661.00
2018-10-31;GAS_BASE_M-02-19;119.00;119.00;119.00;119.00;2016.00;3.00;239904.00;1.00;119.00;119.00;2016.00;3.00;2016.00;3.00
2018-10-31;GAS_BASE_Q-1-19;116.50;117.00;116.50;117.00;123063.00;57.00;14371383.50;22.00;117.00;116.50;12900025.00;5975.00;7668768.00;3552.00
2018-10-31;GAS_BASE_Q-2-19;110.00;110.00;110.00;110.00;4368.00;2.00;480480.00;1.00;103.00;109.00;15288.00;7.00;17472.00;8.00
2018-10-31;GAS_BASE_Q-3-19;-;-;-;-;-;-;-;-;102.00;108.00;-;-;-;-
2018-10-31;GAS_BASE_Q-4-19;116.00;116.07;116.00;116.50;66270.00;30.00;7692842.50;7.00;116.50;116.00;1089037.00;493.00;1111127.00;503.00
2018-10-31;GAS_BASE_S-S-19;-;104.38;-;-;-;-;-;-;103.00;106.00;298656.00;68.00;412848.00;94.00
